INC_STATE_SK,CATEGORY_SK,INCIDENT_NUMBER,COMPANY_SK,SUBCATEGORY_SK,OPENED_BY_SK,RESOLVE_BY_SK,RESOLVED_BY_GROUP_SK,SUPPORT_FUNCTION_SK,CONTACT_TYPE_SK,PRIORITY_SK,MAJOR_INCIDENT,RESOLVED_FIRST_CONTACT,REASSIGNMENT_COUNT,SUPPORTABLE,ESCALATION,SYSTEM_MOD_COUNT,UPON_APPROVAL,UPON_REJECT,RESOLVED_AT_DTTM,CLOSED_AT_DTTM,INC_URGENCY_SK,INC_IMPACT_SK,INC_ESCALATION_SK,REWORK_COUNT,IMPACT,CREATED_DTTM,Year,Month
2,31,INC50168953,"166,126,616",122,"5,703,039,254","-99,999","-99,999","571,423,726",10,3,0,0,2,0,0,4,proceed,cancel,,,3,3,1,0,2,2024-11-06 18:53:34,2024,11
4,31,INC50162327,"166,126,616",122,"6,729,955,697","-99,999","-99,999","571,456,192",10,3,0,0,0,0,0,6,proceed,cancel,,,3,3,1,0,2,2024-11-06 01:59:27,2024,11
8,24,INC50155497,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","569,254,229",6,3,0,1,0,1,0,3,proceed,cancel,2024-11-05 12:35:02.000,,3,3,1,0,2,2024-11-05 12:28:05,2024,11
8,24,INC50156260,"266,226,194",121,"6,247,695,725","6,247,695,725","103,974,889","569,276,941",6,3,0,1,0,1,0,3,proceed,cancel,2024-11-05 14:07:01.000,,3,3,1,0,2,2024-11-05 14:02:12,2024,11
8,24,INC50159992,"166,126,616",121,"3,141,987,178","5,796,265,319","52,728,393","214,602,738",6,3,0,0,1,0,0,6,proceed,cancel,2024-11-05 20:19:20.000,,3,3,1,0,2,2024-11-05 19:09:03,2024,11
8,24,INC50162109,"266,226,194",51,"6,905,353,538","6,905,353,538","103,974,889","569,324,130",6,3,0,1,0,1,0,5,proceed,cancel,2024-11-06 00:24:23.000,,3,3,1,0,2,2024-11-06 00:15:48,2024,11
8,25,INC50156444,"266,226,194",63,"7,002,289,134","7,002,289,134","103,974,889","629,143,068",4,3,0,1,0,1,0,4,proceed,cancel,2024-11-05 14:30:35.000,,3,3,1,0,2,2024-11-05 14:15:01,2024,11
8,24,INC50156236,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","615,542,626",6,3,0,1,0,1,0,9,proceed,cancel,2024-11-05 14:08:29.000,,3,3,1,0,2,2024-11-05 14:00:44,2024,11
8,31,INC50159132,"266,226,194",122,"3,790,156,078","6,264,845,105","103,974,889","569,288,150",10,3,0,1,0,1,0,7,proceed,cancel,2024-11-06 12:00:44.000,,3,3,1,0,2,2024-11-05 17:52:26,2024,11
8,24,INC50156529,"266,226,194",121,"6,867,816,819","6,867,816,743","103,830,082","569,324,311",7,3,0,1,1,1,0,5,proceed,cancel,2024-11-05 15:08:28.000,,3,3,1,0,2,2024-11-05 14:22:35,2024,11
8,31,INC50158546,"266,226,194",122,"3,790,156,078","6,313,447,475","103,974,889","569,288,150",10,3,0,1,0,1,0,11,proceed,cancel,2024-11-05 18:05:38.000,,3,3,1,0,2,2024-11-05 17:05:17,2024,11
8,31,INC50155667,"166,126,616",122,"6,172,295,149","5,703,040,921","52,728,392","576,125,164",10,3,0,0,1,0,0,4,proceed,cancel,2024-11-05 17:25:46.000,,3,3,1,0,2,2024-11-05 12:56:33,2024,11
8,24,INC50169427,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","569,254,229",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-06 19:46:51.000,,3,3,1,0,2,2024-11-06 19:41:05,2024,11
2,31,INC50154019,"166,126,616",52,"5,703,038,615","-99,999","-99,999","-99,999",10,3,0,0,1,0,0,6,proceed,cancel,,,3,3,1,0,2,2024-11-05 00:47:31,2024,11
8,24,INC50148125,"266,226,194",121,"6,247,695,725","6,247,695,725","103,974,889","569,469,943",6,3,0,1,0,1,0,8,proceed,cancel,2024-11-05 20:36:16.000,,3,3,1,0,2,2024-11-04 14:38:00,2024,11
8,24,INC50166850,"266,226,194",121,"6,247,695,725","6,247,695,725","103,974,889","569,272,812",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-06 16:05:58.000,,3,3,1,0,2,2024-11-06 15:41:26,2024,11
2,31,INC50169948,"166,126,616",16,"6,973,310,807","-99,999","-99,999","571,419,514",10,3,0,0,2,0,0,5,proceed,cancel,,,3,3,1,0,2,2024-11-06 20:45:08,2024,11
8,24,INC50164982,"266,226,194",121,"6,313,447,475","6,313,447,475","103,974,889","569,338,790",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-06 12:22:26.000,,3,3,1,0,2,2024-11-06 12:10:41,2024,11
8,24,INC50168593,"166,126,616",121,"4,536,264,761","4,536,264,761","52,729,432","561,183,411",6,3,0,1,0,0,0,4,proceed,cancel,2024-11-06 18:28:08.000,,3,3,1,0,2,2024-11-06 18:16:29,2024,11
8,24,INC50166624,"266,226,194",121,"6,975,303,858","6,975,303,858","103,830,082","638,266,968",7,2,0,1,1,1,0,6,proceed,cancel,2024-11-06 15:24:29.000,,3,1,1,0,3,2024-11-06 15:19:59,2024,11
8,24,INC50165467,"266,226,194",121,"7,002,289,134","7,002,289,134","103,974,889","569,454,137",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-06 13:58:09.000,,3,3,1,0,2,2024-11-06 13:41:41,2024,11
8,31,INC50168975,"166,126,616",122,"5,703,037,590","6,059,124,548","79,181,792","576,164,409",10,3,0,0,1,0,0,5,proceed,cancel,2024-11-06 22:28:00.000,,3,3,1,0,2,2024-11-06 18:55:33,2024,11
8,24,INC50166811,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","569,254,229",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-06 15:47:47.000,,3,3,1,0,2,2024-11-06 15:37:47,2024,11
8,24,INC50170710,"266,226,194",51,"6,817,329,706","6,817,329,706","103,830,082","569,423,677",2,3,0,0,1,1,0,5,proceed,cancel,2024-11-06 23:15:17.000,,3,3,1,0,2,2024-11-06 22:46:28,2024,11
2,24,INC50152785,"166,126,616",121,"6,343,571,534","-99,999","-99,999","215,070,509",6,3,0,0,1,1,0,5,proceed,cancel,,,3,3,1,0,2,2024-11-04 21:02:48,2024,11
8,31,INC50150649,"166,126,616",16,"6,816,701,351","5,703,040,921","52,728,392","571,423,726",6,3,0,1,1,0,0,7,proceed,cancel,2024-11-04 19:37:19.000,,3,3,1,0,2,2024-11-04 18:01:06,2024,11
8,31,INC50151314,"166,126,616",122,"6,172,295,149","5,703,040,921","52,728,392","571,280,206",10,3,0,0,1,0,0,7,proceed,cancel,2024-11-06 21:16:35.000,,3,3,1,0,2,2024-11-04 18:57:35,2024,11
8,24,INC50148829,"166,126,616",121,"3,141,987,178","3,141,987,178","52,729,432","561,183,411",6,3,0,1,0,0,0,2,proceed,cancel,2024-11-04 15:54:29.000,,3,3,1,0,2,2024-11-04 15:32:05,2024,11
8,25,INC50181157,"266,226,194",63,"3,790,156,078","5,793,903,899","103,974,889","626,218,840",10,3,0,1,0,1,0,5,proceed,cancel,2024-11-08 13:58:21.000,,3,3,1,0,2,2024-11-08 13:36:53,2024,11
8,24,INC50181335,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","615,542,626",6,3,0,1,0,1,0,3,proceed,cancel,2024-11-08 14:08:55.000,,3,3,1,0,2,2024-11-08 14:04:44,2024,11
4,31,INC50184135,"266,226,194",122,"3,790,156,078","-99,999","-99,999","640,494,710",10,3,0,0,1,1,0,11,proceed,cancel,,,3,3,1,0,2,2024-11-08 18:33:39,2024,11
8,24,INC50183799,"166,126,616",27,"3,141,987,178","5,703,040,921","52,728,392","571,303,354",6,5,0,0,1,0,0,3,proceed,cancel,2024-11-08 18:14:42.000,,2,3,1,0,2,2024-11-08 17:55:30,2024,11
8,31,INC50173718,"166,126,616",52,"5,703,040,921","5,703,040,921","52,728,392","385,037,561",10,3,0,0,1,0,0,1,proceed,cancel,2024-11-07 14:29:15.000,,3,3,1,0,2,2024-11-07 14:28:19,2024,11
8,31,INC50177165,"166,126,616",122,"6,997,089,137","6,059,124,548","79,181,792","576,164,409",10,3,0,0,1,0,0,6,proceed,cancel,2024-11-08 21:25:33.000,,3,3,1,0,2,2024-11-07 19:55:33,2024,11
8,31,INC50182026,"166,126,616",122,"5,936,352,761","6,059,124,548","79,181,792","333,108,108",10,3,0,0,2,0,0,7,proceed,cancel,2024-11-08 20:33:15.000,,3,3,1,0,2,2024-11-08 15:07:39,2024,11
8,24,INC50173903,"266,226,194",121,"7,002,289,134","6,817,329,706","103,830,082","569,380,783",4,3,0,0,1,1,0,17,proceed,cancel,2024-11-08 15:23:16.000,,3,3,1,0,2,2024-11-07 14:48:17,2024,11
8,31,INC50172850,"266,226,194",52,"6,867,816,819","6,867,816,819","103,830,082","569,361,987",7,3,0,1,1,1,0,5,proceed,cancel,2024-11-07 19:26:21.000,,3,3,1,0,2,2024-11-07 12:48:22,2024,11
8,31,INC50180573,"266,226,194",16,"6,313,447,475","6,313,447,475","103,974,889","569,435,003",6,3,0,1,0,1,0,8,proceed,cancel,2024-11-08 12:33:39.000,,3,3,1,0,2,2024-11-08 12:15:09,2024,11
2,31,INC50181142,"166,126,616",16,"5,703,040,921","-99,999","-99,999","215,183,888",10,3,0,0,1,0,0,3,proceed,cancel,,,3,3,1,0,2,2024-11-08 13:35:21,2024,11
8,31,INC50183564,"266,226,194",16,"7,002,289,134","7,002,289,134","103,974,889","569,435,003",6,3,0,1,0,1,0,5,proceed,cancel,2024-11-08 18:05:22.000,,3,3,1,0,2,2024-11-08 17:26:25,2024,11
1,31,INC50177289,"166,126,616","-99,999","5,703,041,312","-99,999","-99,999","-99,999",10,3,0,0,0,0,0,3,proceed,cancel,,,3,3,1,0,2,2024-11-07 20:06:03,2024,11
8,24,INC50172838,"266,226,194",121,"3,790,156,078","6,264,845,105","103,974,889","569,273,157",4,3,0,1,0,0,0,7,proceed,cancel,2024-11-07 13:29:55.000,,3,3,1,0,2,2024-11-07 12:46:04,2024,11
8,24,INC50179343,"266,226,194",121,"6,291,138,647","6,291,138,647","103,974,889","569,435,129",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-08 06:27:20.000,,3,3,1,0,2,2024-11-08 06:19:01,2024,11
8,24,INC50178806,"266,226,194",121,"5,802,967,307","5,802,967,307","103,974,889","569,381,233",6,3,0,1,0,1,0,3,proceed,cancel,2024-11-08 01:18:20.000,,3,3,1,0,2,2024-11-08 00:42:01,2024,11
8,24,INC50177890,"266,226,194",121,"5,802,967,307","5,802,967,307","103,974,889","569,469,943",6,3,0,1,0,1,0,3,proceed,cancel,2024-11-07 21:36:08.000,,3,3,1,0,2,2024-11-07 21:16:09,2024,11
8,24,INC50174066,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","615,542,626",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-07 15:08:53.000,,3,3,1,0,2,2024-11-07 15:05:37,2024,11
8,31,INC50175696,"266,226,194",122,"3,790,156,078","6,264,845,105","103,974,889","569,455,172",10,3,0,1,0,0,0,15,proceed,cancel,2024-11-08 12:09:42.000,,3,3,1,0,2,2024-11-07 17:32:02,2024,11
4,24,INC50178794,"266,226,194",121,"5,802,967,307","-99,999","-99,999","569,381,233",6,3,0,0,0,1,0,4,proceed,cancel,,,3,3,1,0,2,2024-11-08 00:36:18,2024,11
2,24,INC50145496,"166,126,616",51,"5,882,166,307","-99,999","-99,999","571,402,123",10,3,0,0,1,0,0,6,proceed,cancel,,,3,3,1,0,2,2024-11-04 01:38:58,2024,11
8,31,INC50144396,"166,126,616",122,"6,913,617,004","6,913,617,004","52,729,432","571,423,726",6,3,0,1,0,0,0,2,proceed,cancel,2024-11-03 16:01:00.000,,3,3,1,0,2,2024-11-03 15:55:55,2024,11
8,31,INC50145602,"166,126,616",122,"6,842,456,985","5,802,727,114","52,728,393","215,117,249",6,3,0,0,1,0,0,6,proceed,cancel,2024-11-09 02:09:28.000,,3,3,1,0,2,2024-11-04 03:20:22,2024,11
8,24,INC50144281,"166,126,616",121,"6,816,701,351","5,703,040,455","52,728,392","561,183,411",6,3,0,0,1,0,0,9,proceed,cancel,2024-11-08 18:52:16.000,,3,3,1,0,2,2024-11-03 14:59:15,2024,11
8,31,INC50145495,"166,126,616",122,"6,842,456,985","5,802,727,114","52,728,393","215,117,249",6,3,0,0,1,0,0,6,proceed,cancel,2024-11-09 02:11:44.000,,3,3,1,0,2,2024-11-04 01:38:38,2024,11
6,24,INC50135717,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","615,682,432",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-01 12:38:40.000,2024-11-05 08:16:31.000,3,3,1,0,2,2024-11-01 12:34:05,2024,11
6,24,INC50136948,"266,226,194",121,"6,817,329,706","6,817,329,706","103,830,082","569,350,282",7,3,0,0,1,1,0,9,proceed,cancel,2024-11-01 15:06:57.000,2024-11-05 08:16:33.000,3,3,1,0,2,2024-11-01 15:03:44,2024,11
8,24,INC50144830,"166,126,616",121,"5,703,041,036","5,703,040,455","52,728,392","214,700,237",10,3,0,0,1,0,0,8,proceed,cancel,2024-11-04 14:08:37.000,,3,3,1,0,2,2024-11-03 19:00:28,2024,11
8,24,INC50140304,"166,126,616",121,"6,842,456,985","5,802,727,114","52,728,393","215,117,249",6,3,0,0,3,0,0,8,proceed,cancel,2024-11-02 02:16:25.000,,3,3,1,0,2,2024-11-01 23:26:28,2024,11
6,24,INC50138562,"266,226,194",121,"6,264,845,105","6,264,845,105","103,974,889","615,495,922",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-01 17:58:17.000,2024-11-05 08:16:35.000,3,3,1,0,2,2024-11-01 17:54:31,2024,11
8,24,INC50144525,"166,126,616",121,"6,651,206,890","6,816,701,351","52,729,432","561,183,411",10,3,0,1,0,0,0,3,proceed,cancel,2024-11-03 17:52:41.000,,3,3,1,0,2,2024-11-03 17:04:27,2024,11
8,24,INC50135575,"266,226,194",121,"3,790,156,078","6,975,303,858","103,830,082","569,255,282",4,3,0,1,1,0,0,17,proceed,cancel,2024-11-06 15:27:40.000,,3,1,1,0,3,2024-11-01 12:14:13,2024,11
8,31,INC50139072,"166,126,616",16,"-99,999","5,703,040,921","52,728,392","215,183,888",10,3,0,0,0,0,0,1,proceed,cancel,2024-11-01 19:24:44.000,,3,3,1,0,2,2024-11-01 18:52:26,2024,11
6,24,INC50135190,"266,226,194",121,"6,304,994,586","6,304,994,586","103,974,889","569,280,921",6,3,0,1,0,1,0,7,proceed,cancel,2024-11-01 10:17:37.000,2024-11-05 08:16:29.000,3,3,1,0,2,2024-11-01 10:13:43,2024,11
6,31,INC50144962,"266,226,194",122,"6,204,928,876","6,905,353,538","103,974,889","569,304,015",6,3,0,1,0,1,0,4,proceed,cancel,2024-11-03 20:18:34.000,2024-11-07 07:54:42.000,3,3,1,0,2,2024-11-03 19:56:02,2024,11
8,31,INC50145315,"166,126,616",122,"5,703,040,214","5,703,040,455","52,728,392","572,501,976",10,3,0,0,1,0,0,13,proceed,cancel,2024-11-04 20:52:04.000,,3,3,1,0,2,2024-11-03 22:53:27,2024,11
6,31,INC50139176,"266,226,194",122,"6,909,538,789","6,909,538,789","103,974,889","-99,999",10,3,0,0,0,0,0,2,proceed,cancel,2024-11-01 19:38:59.000,2024-11-01 19:38:59.000,3,3,1,0,2,2024-11-01 19:08:30,2024,11
6,24,INC50137841,"266,226,194",121,"6,264,845,105","6,975,303,858","103,830,082","569,254,229",6,3,0,1,1,1,0,22,proceed,cancel,2024-11-01 17:52:12.000,2024-11-05 08:16:34.000,3,3,1,0,2,2024-11-01 16:46:01,2024,11
8,31,INC50137940,"166,126,616",16,"2,438,429,805","5,802,727,114","52,728,393","575,972,787",6,3,0,0,1,0,0,5,proceed,cancel,2024-11-02 02:19:21.000,,3,3,1,0,2,2024-11-01 16:58:00,2024,11
8,24,INC50140463,"166,126,616",121,"6,942,513,617","5,802,727,114","52,728,393","215,117,249",10,3,0,0,1,0,0,7,proceed,cancel,2024-11-02 02:14:56.000,,3,3,1,0,2,2024-11-02 00:30:27,2024,11
4,31,INC50139364,"166,126,616","-99,999","6,278,127,787","-99,999","-99,999","572,694,952",10,3,0,0,0,1,0,9,proceed,cancel,,,3,3,1,0,2,2024-11-01 19:24:00,2024,11
2,24,INC50140891,"166,126,616",121,"6,193,088,239","-99,999","-99,999","-99,999",10,3,0,0,1,0,0,3,proceed,cancel,,,3,3,1,0,2,2024-11-02 05:35:28,2024,11
8,31,INC50144454,"166,126,616",122,"6,913,617,004","6,913,617,004","52,729,432","215,117,249",6,3,0,1,0,0,0,2,proceed,cancel,2024-11-03 16:37:34.000,,3,3,1,0,2,2024-11-03 16:25:56,2024,11
8,24,INC50144858,"166,126,616",121,"6,816,701,351","5,703,040,455","52,728,392","215,157,250",6,3,0,0,1,1,0,7,proceed,cancel,2024-11-04 13:55:11.000,,3,3,1,0,2,2024-11-03 19:19:55,2024,11
8,24,INC50140471,"166,126,616",121,"5,759,423,830","5,759,423,830","52,729,432","215,070,509",2,3,0,1,0,1,0,2,proceed,cancel,2024-11-02 00:35:22.000,,3,3,1,0,2,2024-11-02 00:33:20,2024,11
8,24,INC50143435,"166,126,616",121,"6,322,476,981","5,796,265,319","52,728,393","215,157,251",10,3,0,0,1,0,0,10,proceed,cancel,2024-11-03 19:30:05.000,,3,3,1,0,2,2024-11-03 06:22:28,2024,11
8,24,INC50144311,"166,126,616",121,"6,322,476,597","5,796,265,319","52,728,393","215,090,643",10,3,0,0,1,0,0,9,proceed,cancel,2024-11-07 14:44:24.000,,3,3,1,0,2,2024-11-03 15:10:30,2024,11
6,24,INC50144899,"266,226,194",121,"6,905,353,538","6,905,353,538","103,974,889","615,495,922",6,3,0,1,0,1,0,11,proceed,cancel,2024-11-03 19:51:03.000,2024-11-07 07:54:42.000,3,3,1,0,2,2024-11-03 19:35:12,2024,11
8,31,INC50142925,"166,126,616",16,"6,842,456,985","6,842,456,985","52,729,432","571,333,591",6,3,0,1,0,0,0,2,proceed,cancel,2024-11-02 23:36:59.000,,3,3,1,0,2,2024-11-02 23:35:41,2024,11
6,31,INC50142441,"266,226,194",16,"6,817,331,932","6,817,331,932","103,830,084","569,327,093",10,3,0,1,1,1,0,8,proceed,cancel,2024-11-02 19:15:49.000,2024-11-06 07:56:12.000,3,3,1,0,2,2024-11-02 19:15:11,2024,11
6,31,INC50147592,"266,226,194",52,"6,867,816,819","6,867,816,819","103,830,082","569,339,535",7,3,0,1,1,1,0,9,proceed,cancel,2024-11-04 16:59:08.000,2024-11-08 07:22:53.000,3,3,1,0,2,2024-11-04 14:04:44,2024,11
8,31,INC50142774,"166,126,616",122,"5,703,037,192","5,703,040,921","52,728,392","561,183,411",10,3,0,0,1,0,0,7,proceed,cancel,2024-11-05 17:02:19.000,,3,3,1,0,2,2024-11-02 21:51:28,2024,11
8,31,INC50141586,"166,126,616",122,"6,354,395,822","5,796,265,319","52,728,393","215,117,249",10,3,0,0,1,0,0,9,proceed,cancel,2024-11-02 14:53:49.000,,3,3,1,0,2,2024-11-02 14:21:28,2024,11
9,24,INC50144974,"166,126,616",51,"6,816,701,351","-99,999","-99,999","215,017,395",6,1,0,0,1,0,0,11,proceed,cancel,,,3,3,1,1,2,2024-11-03 20:02:56,2024,11
6,24,INC50146512,"266,226,194",121,"6,313,447,475","6,313,447,475","103,974,889","569,276,714",6,3,0,1,0,1,0,11,proceed,cancel,2024-11-04 12:22:07.000,2024-11-08 07:22:50.000,3,3,1,0,2,2024-11-04 12:07:50,2024,11
6,24,INC50141416,"266,226,194",51,"6,304,994,586","6,304,994,586","103,974,889","569,469,943",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-02 13:01:34.000,2024-11-06 07:56:11.000,3,3,1,0,2,2024-11-02 12:51:13,2024,11
8,31,INC50141710,"166,126,616",122,"6,380,691,081","5,796,265,319","52,728,393","215,117,249",10,3,0,0,1,0,0,7,proceed,cancel,2024-11-02 15:29:53.000,,3,3,1,0,2,2024-11-02 15:06:30,2024,11
8,24,INC50142851,"166,126,616",121,"6,343,571,534","5,703,037,754","52,728,393","575,972,787",6,3,0,0,1,0,0,7,proceed,cancel,2024-11-02 22:41:46.000,,3,3,1,0,2,2024-11-02 22:33:02,2024,11
6,31,INC50141597,"266,226,194",16,"6,815,661,982","299,078","103,830,082","629,143,068",4,3,0,0,0,1,0,5,proceed,cancel,2024-11-02 14:30:39.000,2024-11-06 07:56:12.000,3,3,1,0,2,2024-11-02 14:25:33,2024,11
8,31,INC50142472,"166,126,616",52,"6,913,617,004","6,770,881,793","52,728,392","571,423,726",6,3,0,0,1,0,0,6,proceed,cancel,2024-11-04 18:43:20.000,,3,3,1,0,2,2024-11-02 19:30:48,2024,11
6,24,INC50142730,"266,226,194",121,"6,905,353,538","6,905,353,538","103,974,889","569,288,150",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-02 21:31:57.000,2024-11-06 07:56:13.000,3,3,1,0,2,2024-11-02 21:22:25,2024,11
6,31,INC50147075,"266,226,194",16,"6,817,331,932","6,817,331,932","103,830,084","569,327,093",10,3,0,1,1,1,0,7,proceed,cancel,2024-11-04 13:27:54.000,2024-11-08 07:22:52.000,3,3,1,0,2,2024-11-04 13:27:12,2024,11
8,24,INC50146536,"266,226,194",121,"3,790,156,078","6,264,845,105","103,974,889","569,250,281",10,3,0,1,0,1,0,16,proceed,cancel,2024-11-06 11:57:55.000,,3,3,1,1,2,2024-11-04 12:15:09,2024,11
8,24,INC50145455,"166,126,616",121,"6,343,571,534","5,802,727,114","52,728,393","215,070,509",6,3,0,0,1,1,0,8,proceed,cancel,2024-11-09 02:10:15.000,,3,3,1,0,2,2024-11-04 01:02:05,2024,11
6,24,INC50142994,"266,226,194",51,"6,905,353,538","6,905,353,538","103,974,889","569,324,130",6,3,0,1,0,1,0,13,proceed,cancel,2024-11-03 22:34:22.000,2024-11-07 07:54:41.000,3,3,1,0,2,2024-11-03 00:22:09,2024,11
8,24,INC50144519,"266,226,194",121,"6,204,928,876","6,264,845,105","103,974,889","569,469,943",6,3,0,1,0,1,0,11,proceed,cancel,2024-11-08 12:15:03.000,,3,3,1,0,2,2024-11-03 17:01:49,2024,11
2,24,INC50141552,"166,126,616",121,"5,759,423,830","-99,999","-99,999","572,717,939",6,5,0,0,1,1,0,2,proceed,cancel,,,2,3,1,0,2,2024-11-02 14:16:12,2024,11
8,31,INC50151567,"166,126,616",122,"5,703,037,429","5,703,040,921","52,728,392","571,371,245",10,3,0,0,1,0,0,6,proceed,cancel,2024-11-05 14:20:15.000,,3,3,1,0,2,2024-11-04 19:18:28,2024,11
6,31,INC50142477,"266,226,194",122,"6,905,353,538","6,905,353,538","103,974,889","569,311,731",6,3,0,0,0,1,0,4,proceed,cancel,2024-11-02 19:37:12.000,2024-11-06 07:56:13.000,3,3,1,0,2,2024-11-02 19:35:58,2024,11
6,24,INC50143011,"266,226,194",121,"6,905,353,538","6,905,353,538","103,974,889","615,495,922",6,3,0,1,0,1,0,7,proceed,cancel,2024-11-03 01:04:18.000,2024-11-06 07:56:13.000,3,3,1,0,2,2024-11-03 00:42:08,2024,11
6,24,INC50150870,"266,226,194",121,"6,313,447,475","6,313,447,475","103,974,889","569,276,714",6,3,0,1,0,1,0,8,proceed,cancel,2024-11-04 18:33:31.000,2024-11-08 07:23:01.000,3,3,1,0,2,2024-11-04 18:18:55,2024,11
4,24,INC50144869,"166,126,616",121,"7,000,177,223","-99,999","-99,999","571,456,467",10,3,0,0,0,0,0,6,proceed,cancel,,,3,3,1,0,2,2024-11-03 19:25:57,2024,11
6,24,INC50143027,"266,226,194",121,"6,905,353,538","6,905,353,538","103,974,889","569,288,150",6,3,0,1,0,1,0,5,proceed,cancel,2024-11-03 01:06:49.000,2024-11-06 07:56:14.000,3,3,1,0,2,2024-11-03 01:00:31,2024,11
8,31,INC50143020,"166,126,616",122,"6,842,456,985","5,703,037,754","52,728,393","215,117,249",6,3,0,0,1,0,0,7,proceed,cancel,2024-11-03 01:01:33.000,,3,3,1,0,2,2024-11-03 00:53:53,2024,11
6,24,INC50152374,"266,226,194",51,"6,817,329,706","6,817,329,706","103,830,082","569,370,315",2,3,0,0,1,1,0,8,proceed,cancel,2024-11-04 20:29:28.000,2024-11-08 07:23:05.000,3,3,1,0,2,2024-11-04 20:25:54,2024,11
6,24,INC50148872,"266,226,194",121,"6,247,695,725","6,247,695,725","103,974,889","569,316,116",6,3,0,1,0,1,0,5,proceed,cancel,2024-11-04 16:12:01.000,2024-11-08 07:22:56.000,3,3,1,0,2,2024-11-04 15:35:03,2024,11
6,31,INC50150601,"266,226,194",52,"6,867,816,819","6,867,816,819","103,830,082","569,361,987",7,3,0,1,1,1,0,9,proceed,cancel,2024-11-04 20:11:23.000,2024-11-08 07:22:59.000,3,3,1,0,2,2024-11-04 17:56:02,2024,11
6,24,INC50141217,"266,226,194",121,"6,304,994,586","6,304,994,586","103,974,889","569,272,812",6,3,0,1,0,1,0,6,proceed,cancel,2024-11-02 10:11:16.000,2024-11-06 07:56:11.000,3,3,1,0,2,2024-11-02 09:58:32,2024,11
6,24,INC50135980,"266,226,194",121,"6,313,447,475","6,313,447,475","103,974,889","569,276,714",6,3,0,1,0,1,0,12,proceed,cancel,2024-11-01 13:30:16.000,2024-11-05 08:16:32.000,3,3,1,0,2,2024-11-01 13:13:51,2024,11
4,31,INC50139349,"166,126,616",52,"5,882,166,373","-99,999","-99,999","215,117,249",10,3,0,0,0,0,0,8,proceed,cancel,,,3,3,1,0,2,2024-11-01 19:22:38,2024,11
6,24,INC50135454,"266,226,194",121,"6,910,145,343","6,975,303,858","103,830,082","569,311,724",6,3,0,1,1,1,0,17,proceed,cancel,2024-11-01 19:03:41.000,2024-11-05 08:16:30.000,3,3,1,0,2,2024-11-01 11:52:11,2024,11
8,24,INC50135147,"266,226,194",121,"6,304,994,586","6,313,447,475","103,974,889","569,280,921",6,3,0,1,0,1,0,20,proceed,cancel,2024-11-07 12:04:56.000,,3,3,1,0,2,2024-11-01 10:00:23,2024,11
6,31,INC50148614,"266,226,194",52,"6,867,816,819","6,867,816,819","103,830,082","569,261,815",7,3,0,1,1,1,0,9,proceed,cancel,2024-11-04 18:11:35.000,2024-11-08 07:22:55.000,3,3,1,0,2,2024-11-04 15:16:06,2024,11
8,31,INC50139920,"166,126,616",52,"5,767,479,515","6,770,881,793","52,728,392","592,743,960",10,3,0,0,1,1,0,7,proceed,cancel,2024-11-04 21:19:49.000,,3,3,1,0,2,2024-11-01 21:09:05,2024,11
8,31,INC50139420,"166,126,616",16,"5,703,039,268","6,877,023,618","104,119,807","414,111,943",10,3,0,0,2,0,0,5,proceed,cancel,2024-11-05 23:26:07.000,,3,3,1,0,2,2024-11-01 19:34:00,2024,11
8,31,INC50138713,"166,126,616",122,"6,840,444,822","5,802,727,114","52,728,393","214,602,738",10,3,0,0,1,0,0,12,proceed,cancel,2024-11-02 02:17:36.000,,3,3,1,0,2,2024-11-01 18:08:00,2024,11
8,31,INC50137574,"166,126,616",122,"2,438,429,805","6,016,140,447","52,728,391","413,902,537",6,3,0,0,1,1,0,6,proceed,cancel,2024-11-07 15:49:28.000,,3,3,1,0,2,2024-11-01 16:11:02,2024,11
8,24,INC50142961,"266,226,194",51,"3,790,156,078","6,313,447,475","103,974,889","569,324,130",4,3,0,1,0,1,0,14,proceed,cancel,2024-11-05 19:49:36.000,,3,3,1,0,2,2024-11-02 23:52:57,2024,11
8,24,INC50152506,"166,126,616",121,"3,141,987,178","6,770,881,793","52,728,392","561,183,411",6,3,0,0,1,0,0,4,proceed,cancel,2024-11-04 21:14:47.000,,3,3,1,0,2,2024-11-04 20:38:01,2024,11
